company,companyLabel,productTypeLabel,countryLabel,hqLabel,hqCoord,foundingYearShort
http://www.wikidata.org/entity/Q6961371,Nambarrie,чай,,Белфаст,Point(-5.93 54.596666666),1860
http://www.wikidata.org/entity/Q7069680,Numi Organic Tea,чай,США,Окленд,Point(-122.25 37.8),1999
http://www.wikidata.org/entity/Q7119454,PJ's Coffee,кофе,США,Новый Орлеан,Point(-90.078333333 29.976111111),1978
http://www.wikidata.org/entity/Q7230543,Port City Java,кофе,США,Уилмингтон,Point(-77.912222222 34.223333333),1995
http://www.wikidata.org/entity/Q7260362,Punjana,чай,,Белфаст,Point(-5.93 54.596666666),1896
http://www.wikidata.org/entity/Q7381313,Russell & Company,чай,США,Гуанчжоу,Point(113.26 23.13),1824
http://www.wikidata.org/entity/Q7381313,Russell & Company,чай,США,Шанхай,Point(121.469166666 31.2325),1824
http://www.wikidata.org/entity/Q7381313,Russell & Company,чай,США,Гонконг,Point(114.158611111 22.278333333),1824
http://www.wikidata.org/entity/Q7392718,SPoT Coffee,кофе,Канада,Торонто,Point(-79.386666666 43.670277777),1996
http://www.wikidata.org/entity/Q7403389,Salada tea,чай,,Монреаль,Point(-73.5868411 45.5033426),1892
http://www.wikidata.org/entity/Q7403389,Salada tea,чай,,Бостон,Point(-71.057777777 42.360277777),1892
http://www.wikidata.org/entity/Q1072166,чайная,чай,,,,
http://www.wikidata.org/entity/Q1704731,Габет,кофе,,,,
http://www.wikidata.org/entity/Q2183106,Zoelen (Commewijne),кофе,Суринам,,,
http://www.wikidata.org/entity/Q2202850,Röstfein,кофе,Германия,Магдебург,Point(11.65916667 52.14916667),
http://www.wikidata.org/entity/Q2363097,кофеобжарочное производство,кофе,,,,
http://www.wikidata.org/entity/Q3058833,кафе,кофе,Бельгия,,,
http://www.wikidata.org/entity/Q4380233,Производство кофе на Филиппинах,кофе,Филиппины,,,
http://www.wikidata.org/entity/Q5001481,Bushell's,чай,Австралия,,,
http://www.wikidata.org/entity/Q5017193,Caffè Ritazza,кофе,Великобритания,,,
http://www.wikidata.org/entity/Q5384123,Equal Exchange Trading,кофе,Великобритания,Эдинбург,Point(-3.189166666 55.953333333),
http://www.wikidata.org/entity/Q5399993,Establecimiento Las Marías,чай,Аргентина,Gobernador Virasoro,Point(-56.033333333 -28.05),
http://www.wikidata.org/entity/Q6435806,Kraft Foods Banbury,кофе,Великобритания,Банбери,Point(-1.339166666 52.061388888),
http://www.wikidata.org/entity/Q7374169,Royal Farms,кофе,США,Балтимор,Point(-76.615 39.286388888),
http://www.wikidata.org/entity/Q12169079,Чайная плантация,чай,,,,
http://www.wikidata.org/entity/Q16998937,La Prima Espresso Company,кофе,,Питтсбург,Point(-80.0 40.441666666),
http://www.wikidata.org/entity/Q17064706,Limuru Tea Company Limited,чай,,Керичо,Point(35.283888888 -0.369166666),
http://www.wikidata.org/entity/Q17110502,Kakuzi Limited,чай,,Найроби,Point(36.817222222 -1.286388888),
http://www.wikidata.org/entity/Q19903001,кофеварение,кофе,,,,
http://www.wikidata.org/entity/Q27431294,Coffee Method,кофе,,,,
http://www.wikidata.org/entity/Q30674569,Paul Bassett,чай,,,,
http://www.wikidata.org/entity/Q48802134,T2,чай,Австралия,,,
http://www.wikidata.org/entity/Q48928861,Q48928861,чай,Китай,Сучжоу,Point(120.619444444 31.3),
http://www.wikidata.org/entity/Q59115692,Hildesheim,кофе,Суринам,,,
http://www.wikidata.org/entity/Q61302348,bootealicious,чай,Канада,Ванкувер,Point(-123.113888888 49.260833333),
http://www.wikidata.org/entity/Q61804826,Wild Bean Cafe,кофе,,,,
http://www.wikidata.org/entity/Q64026737,Hacienda Lealtad,кофе,США,,,
http://www.wikidata.org/entity/Q64026737,Hacienda Lealtad,кофе,Пуэрто-Рико,,,
http://www.wikidata.org/entity/Q83437245,Bambu,кофе,США,Сан-Хосе,Point(-121.872777777 37.304166666),
http://www.wikidata.org/entity/Q83437245,Bambu,чай,США,Сан-Хосе,Point(-121.872777777 37.304166666),
http://www.wikidata.org/entity/Q105274801,Loumidis,кофе,,,,
http://www.wikidata.org/entity/Q105714225,dr.cafe Coffee,кофе,Саудовская Аравия,Эр-Рияд,Point(46.71 24.65),
http://www.wikidata.org/entity/Q107898772,tea company,чай,,,,
http://www.wikidata.org/entity/Q110769361,FLORAPHARM Pflanzliche Naturprodukte GmbH,чай,Германия,,,
http://www.wikidata.org/entity/Q112861795,Tanoak seed,кофе,,,,
http://www.wikidata.org/entity/Q114067073,Xianluoguo,чай,,,,
http://www.wikidata.org/entity/Q115136213,Rwanda Mountain Tea LTD,чай,Руанда,Kinyinya,Point(30.089166666 -1.913055555),
http://www.wikidata.org/entity/Q117841805,"Antique Assam Tea Farm, Sun Moon Lake",чай,Китайская Республика (Тайвань),,,
http://www.wikidata.org/entity/Q123416993,Sea Dyke,чай,Китай,,,
http://www.wikidata.org/entity/Q125292463,Madura Tea Estates,чай,Австралия,Мервилламба,Point(153.383333333 -28.333333333),
http://www.wikidata.org/entity/Q126468015,Kuddly Krab,чай,,,,
http://www.wikidata.org/entity/Q129256375,Fresh Corner,кофе,,,,
http://www.wikidata.org/entity/Q129256375,Fresh Corner,чай,,,,
http://www.wikidata.org/entity/Q130334843,Delikana,кофе,Чехия,Бржецлав,Point(16.882020775 48.758991122),
http://www.wikidata.org/entity/Q130868061,Stop Cafe,кофе,,,,
http://www.wikidata.org/entity/Q131936188,Retrograde Wrexham,кофе,Великобритания,,,
http://www.wikidata.org/entity/Q136734522,La Donuteria,кофе,Словакия,Братислава,Point(17.112777777 48.144722222),
http://www.wikidata.org/entity/Q137533120,Happy Farmer,кофе,,,,
http://www.wikidata.org/entity/Q137888394,Miopane USA,кофе,США,Пасадина,Point(-118.143888888 34.1475),
http://www.wikidata.org/entity/Q137888394,Miopane USA,кофе,США,Калифорния,Point(-120.0 37.0),
