tea,teaLabel,type,typeLabel,country,countryLabel,processingMethod,processingMethodLabel,subclass,subclassLabel,image
http://www.wikidata.org/entity/Q65284030,Ōmi tea,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%8Cmi%20Tea%20garden%2C%20Mushouno%2C%20Minakuchi%2002.jpg
http://www.wikidata.org/entity/Q3526267,tea with pine nuts,,,http://www.wikidata.org/entity/Q948,Тунис,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Th%C3%A9%20aux%20pignons%20de%20Tunisie%2C%2010%20mars%202008.jpg
http://www.wikidata.org/entity/Q10723893,Yù Lù,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q203540,мате,,,http://www.wikidata.org/entity/Q414,Аргентина,,,http://www.wikidata.org/entity/Q379932,фиточай,http://commons.wikimedia.org/wiki/Special:FilePath/Erva%20mate%20chimarrao%20in%20big%20cuia.jpg
http://www.wikidata.org/entity/Q124606580,Irimushi,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q10896081,fenghuang dancong,,,,,,,,,
http://www.wikidata.org/entity/Q11560264,Фукамуситя,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q1334390,сентя,http://commons.wikimedia.org/wiki/Special:FilePath/Fukamushi%20Kakegawa%20Cha%20201812mid.jpg
http://www.wikidata.org/entity/Q10327477,Matte Leão,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Matte%20Le%C3%A3o%20-%20300ml.jpg
http://www.wikidata.org/entity/Q7429107,Sayama tea,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q11509025,японский чай,http://commons.wikimedia.org/wiki/Special:FilePath/Sayama%20teaba.jpg
http://www.wikidata.org/entity/Q11784344,Mocha chai,,,,,,,http://www.wikidata.org/entity/Q877661,Масала,
http://www.wikidata.org/entity/Q10915378,тайваньский чай,,,http://www.wikidata.org/entity/Q865,Китайская Республика (Тайвань),,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Taiwan%202009%20WuHe%20County%20Tea%20Plantation%20FRD%206216.jpg
http://www.wikidata.org/entity/Q134705664,Duyun Maojian,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q135669278,Chai ya Maziwa,,,http://www.wikidata.org/entity/Q114,Кения,,,http://www.wikidata.org/entity/Q2647467,безалкогольный напиток,http://commons.wikimedia.org/wiki/Special:FilePath/Chai-ya-maziwa-wikimania-2025-nairobi.jpg
http://www.wikidata.org/entity/Q11560264,Фукамуситя,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q1334390,сентя,http://commons.wikimedia.org/wiki/Special:FilePath/Fukamushicha.jpg
http://www.wikidata.org/entity/Q10441446,Brick tea,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/China%20Tea%20%282511287770%29.jpg
http://www.wikidata.org/entity/Q16241448,Baimao Hou,,,,,,,http://www.wikidata.org/entity/Q238306,белый чай,http://commons.wikimedia.org/wiki/Special:FilePath/White-monkey-gross.jpg
http://www.wikidata.org/entity/Q16241448,Baimao Hou,,,,,,,http://www.wikidata.org/entity/Q238306,белый чай,http://commons.wikimedia.org/wiki/Special:FilePath/White-monkey-kanne-gross.jpg
http://www.wikidata.org/entity/Q10379694,Tuocha,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Xiaguan%201992%20tuo%20cha.jpg
http://www.wikidata.org/entity/Q8015507,Nepal tea,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q11605259,Kocha kaden,,,,,,,http://www.wikidata.org/entity/Q203415,чёрный чай,
http://www.wikidata.org/entity/Q22124487,fukucha,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%97%A5%E6%9C%AC%E3%81%AE%E3%81%8A%E6%AD%A3%E6%9C%882013%2008%20%E7%A6%8F%E8%8C%B6%20%288341755142%29.jpg
http://www.wikidata.org/entity/Q115300807,Yesheng Bai Ya tea,,,http://www.wikidata.org/entity/Q148,Китай,,,http://www.wikidata.org/entity/Q238306,белый чай,
http://www.wikidata.org/entity/Q11509519,NITTOHNE,,,,,,,http://www.wikidata.org/entity/Q203415,чёрный чай,
http://www.wikidata.org/entity/Q134705664,Duyun Maojian,,,,,,,http://www.wikidata.org/entity/Q5100949,китайский чай,
http://www.wikidata.org/entity/Q11663583,Shizuoka tea,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BB%8A%E5%AE%AE%E3%81%AE%E8%8C%B6%E7%95%91%20-%20panoramio%20%282%29.jpg
http://www.wikidata.org/entity/Q125307881,Wakoucha,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q203415,чёрный чай,
http://www.wikidata.org/entity/Q18338622,Oi Ocha,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q135669278,Chai ya Maziwa,,,http://www.wikidata.org/entity/Q114,Кения,,,http://www.wikidata.org/entity/Q877661,Масала,http://commons.wikimedia.org/wiki/Special:FilePath/Chai-ya-maziwa-wikimania-2025-nairobi.jpg
http://www.wikidata.org/entity/Q19704254,chamomile tea,,,,,,,,,
http://www.wikidata.org/entity/Q11287400,Растворимый чай,,,,,,,http://www.wikidata.org/entity/Q12565022,пищевой концентрат,http://commons.wikimedia.org/wiki/Special:FilePath/Funmatsucha.jpg
http://www.wikidata.org/entity/Q24841542,Powchong,,,,,,,,,
http://www.wikidata.org/entity/Q8427059,чай с лимоном,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Tea%20%281%29.JPG
http://www.wikidata.org/entity/Q11509025,японский чай,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Green%20tea%20leaves.jpg
http://www.wikidata.org/entity/Q137611595,flavoured tea,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q12583504,gyeolmyeongja-cha,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Gyeolmyeongja-cha.jpg
http://www.wikidata.org/entity/Q15894315,Jin Jun Mei tea,,,,,,,http://www.wikidata.org/entity/Q203415,чёрный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Jin%20Jun%20Mei.jpg
http://www.wikidata.org/entity/Q15894315,Jin Jun Mei tea,,,,,,,http://www.wikidata.org/entity/Q203415,чёрный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Jin%20Jun%20Mei%20tea.jpg
http://www.wikidata.org/entity/Q106365726,Zhuyeqing Tea,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q136324449,MX3 Tea,,,,,,,,,
http://www.wikidata.org/entity/Q85209885,Маття,,,http://www.wikidata.org/entity/Q29520,Китай,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Matcha%20%286328677556%29.jpg
http://www.wikidata.org/entity/Q124606581,Chūmushi,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q1334390,сентя,
http://www.wikidata.org/entity/Q11678829,Black soybean tea,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q11627781,Nishio Tea,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q63345031,pekoe,,,,,,,,,
http://www.wikidata.org/entity/Q15925476,Q15925476,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q11126954,Q11126954,,,http://www.wikidata.org/entity/Q148,Китай,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q28838591,brown rice green tea,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Hyeonmi-nokcha.jpg
http://www.wikidata.org/entity/Q10888066,Maojian tea,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Xinyang%20Maojian.jpg
http://www.wikidata.org/entity/Q12034915,Q12034915,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q11560264,Фукамуситя,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Fukamushi%20Kakegawa%20Cha%20201812mid.jpg
http://www.wikidata.org/entity/Q136814452,Q136814452,,,,,,,http://www.wikidata.org/entity/Q379932,фиточай,
http://www.wikidata.org/entity/Q124606581,Chūmushi,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q11560264,Фукамуситя,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Fukamushicha.jpg
http://www.wikidata.org/entity/Q11587820,Тэнтя,http://www.wikidata.org/entity/Q822331,Маття,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q109367781,corn silk tea,,,http://www.wikidata.org/entity/Q884,Республика Корея,,,,,
http://www.wikidata.org/entity/Q21029549,Габа чай,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q684395,Краснодарский чай,,,http://www.wikidata.org/entity/Q159,Россия,,,,,
http://www.wikidata.org/entity/Q22659278,Kangra tea,,,,,,,http://www.wikidata.org/entity/Q203415,чёрный чай,
http://www.wikidata.org/entity/Q97312631,Фуммацутя,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,
http://www.wikidata.org/entity/Q11287400,Растворимый чай,,,,,,,http://www.wikidata.org/entity/Q6097,чай,http://commons.wikimedia.org/wiki/Special:FilePath/Funmatsucha.jpg
http://www.wikidata.org/entity/Q8427059,чай с лимоном,,,,,,,http://www.wikidata.org/entity/Q137611595,flavoured tea,http://commons.wikimedia.org/wiki/Special:FilePath/Tea%20%281%29.JPG
http://www.wikidata.org/entity/Q203540,мате,,,http://www.wikidata.org/entity/Q155,Бразилия,,,http://www.wikidata.org/entity/Q379932,фиточай,http://commons.wikimedia.org/wiki/Special:FilePath/Erva%20mate%20chimarrao%20in%20big%20cuia.jpg
http://www.wikidata.org/entity/Q12054238,Q12054238,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q136549327,Kashmiri kahwa,,,http://www.wikidata.org/entity/Q668,Индия,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q20918537,Keisarin Morsian,,,http://www.wikidata.org/entity/Q33,Финляндия,,,http://www.wikidata.org/entity/Q203415,чёрный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Keisarin%20Morsian%20-tee%20lehdet%2Bjuoma%2Bk%C3%A4ytetyt%2Bpakkaus%20-%20m.jpg
http://www.wikidata.org/entity/Q11335081,Q11335081,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q105616623,Цейлонский чай,,,http://www.wikidata.org/entity/Q854,Шри-Ланка,,,http://www.wikidata.org/entity/Q203415,чёрный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Ceylon%20Tea%20logo.png
http://www.wikidata.org/entity/Q18411447,Q18411447,,,,,,,http://www.wikidata.org/entity/Q940047,Каркаде,
http://www.wikidata.org/entity/Q120786710,Amruttulya tea,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Yewale%20Amruttulya%20Indian%20Retail%20Chain%20Logo.png
http://www.wikidata.org/entity/Q65284030,Ōmi tea,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q11509025,японский чай,http://commons.wikimedia.org/wiki/Special:FilePath/%C5%8Cmi%20Tea%20garden%2C%20Mushouno%2C%20Minakuchi%2002.jpg
http://www.wikidata.org/entity/Q112214545,Mi lan xiang,,,http://www.wikidata.org/entity/Q148,Китай,,,,,
http://www.wikidata.org/entity/Q60609332,iced green tea,,,,,,,http://www.wikidata.org/entity/Q348958,холодный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Pearl%20Petaluma%20-%20Sarah%20Stierch%20-%20Jan%202019%2002.jpg
http://www.wikidata.org/entity/Q135669278,Chai ya Maziwa,,,http://www.wikidata.org/entity/Q924,Танзания,,,http://www.wikidata.org/entity/Q2647467,безалкогольный напиток,http://commons.wikimedia.org/wiki/Special:FilePath/Chai-ya-maziwa-wikimania-2025-nairobi.jpg
http://www.wikidata.org/entity/Q11126954,Q11126954,,,http://www.wikidata.org/entity/Q148,Китай,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q60609332,iced green tea,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Pearl%20Petaluma%20-%20Sarah%20Stierch%20-%20Jan%202019%2002.jpg
http://www.wikidata.org/entity/Q63345086,chulan,,,,,,,,,
http://www.wikidata.org/entity/Q11287400,Растворимый чай,,,,,,,http://www.wikidata.org/entity/Q100320957,instant beverage,http://commons.wikimedia.org/wiki/Special:FilePath/Funmatsucha.jpg
http://www.wikidata.org/entity/Q108003309,Monkey Picked Oolong Tea,,,,,,,http://www.wikidata.org/entity/Q231587,Улун,
http://www.wikidata.org/entity/Q108003309,Monkey Picked Oolong Tea,,,,,,,http://www.wikidata.org/entity/Q1328947,Те Гуаньинь,
http://www.wikidata.org/entity/Q30043860,doncha,,,http://www.wikidata.org/entity/Q18097,Корея,,,http://www.wikidata.org/entity/Q111029394,Korean flower and leaf tea,
http://www.wikidata.org/entity/Q12598129,Vietnamese black tea,,,,,,,http://www.wikidata.org/entity/Q203415,чёрный чай,
http://www.wikidata.org/entity/Q10500143,Q10500143,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q11449516,Uji tea,,,,,,,http://www.wikidata.org/entity/Q484083,зелёный чай,http://commons.wikimedia.org/wiki/Special:FilePath/Tea%20Minami-yamashiro%2C%20Kyoto%2001.jpg
http://www.wikidata.org/entity/Q7878345,Уконча,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q124606582,Asamushi,,,http://www.wikidata.org/entity/Q17,Япония,,,http://www.wikidata.org/entity/Q1334390,сентя,
http://www.wikidata.org/entity/Q11447803,Ureshinocha,,,,,,,http://www.wikidata.org/entity/Q6097,чай,
http://www.wikidata.org/entity/Q17059517,Yorkshire Tea,,,http://www.wikidata.org/entity/Q145,Великобритания,,,http://www.wikidata.org/entity/Q203415,чёрный чай,
http://www.wikidata.org/entity/Q135669278,Chai ya Maziwa,,,http://www.wikidata.org/entity/Q924,Танзания,,,http://www.wikidata.org/entity/Q877661,Масала,http://commons.wikimedia.org/wiki/Special:FilePath/Chai-ya-maziwa-wikimania-2025-nairobi.jpg
http://www.wikidata.org/entity/Q203540,мате,,,http://www.wikidata.org/entity/Q77,Уругвай,,,http://www.wikidata.org/entity/Q379932,фиточай,http://commons.wikimedia.org/wiki/Special:FilePath/Erva%20mate%20chimarrao%20in%20big%20cuia.jpg
